epoch,accuracy,dice_coef,iou,loss,precision,recall,val_accuracy,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.6304462552070618,0.7161245346069336,0.5692166090011597,0.6465329527854919,0.7795479893684387,0.7329657673835754,0.7925920486450195,0.7990304231643677,0.6653691530227661,0.46219831705093384,0.7925937175750732,0.9999970197677612
1,0.7791330814361572,0.8004151582717896,0.6675248146057129,0.4708572328090668,0.7791342735290527,0.9999979734420776,0.7925934791564941,0.8271881341934204,0.7053569555282593,0.4315416216850281,0.7925934791564941,1.0
2,0.7791339755058289,0.8165472149848938,0.6900205612182617,0.4421927034854889,0.7791346311569214,0.9999988675117493,0.792595386505127,0.8300350904464722,0.7095067501068115,0.4053729474544525,0.792597770690918,0.9999939799308777
3,0.7792746424674988,0.8257176280021667,0.7032970190048218,0.4123327434062958,0.7792738080024719,0.9999308586120605,0.7932147979736328,0.8604229092597961,0.7550868391990662,0.36980801820755005,0.7932510375976562,0.9996456503868103
4,0.7869529724121094,0.8417447805404663,0.7272480726242065,0.3921875059604645,0.7898059487342834,0.9900434017181396,0.8215255737304688,0.8586969971656799,0.7524375915527344,0.34325188398361206,0.8276609778404236,0.9785878658294678
5,0.8184237480163574,0.8490001559257507,0.7376499176025391,0.3591885268688202,0.8388414978981018,0.9493386149406433,0.8249878883361816,0.8875505924224854,0.797864556312561,0.3865872025489807,0.8284995555877686,0.9825873970985413
6,0.7766708135604858,0.8313323855400085,0.7170891165733337,0.4312748610973358,0.8695028424263,0.8393314480781555,0.805422306060791,0.8880554437637329,0.7986772060394287,0.46032190322875977,0.8057281970977783,0.9942262768745422
7,0.8086884617805481,0.8449925184249878,0.7335249185562134,0.4168437421321869,0.8214530944824219,0.9639827609062195,0.8384757041931152,0.7966998815536499,0.6621806025505066,0.4010101556777954,0.9007694125175476,0.8947784900665283
8,0.8188860416412354,0.826391875743866,0.7054805159568787,0.38900959491729736,0.8478348255157471,0.9354312419891357,0.809290885925293,0.8727825880050659,0.7743237614631653,0.36155450344085693,0.809672474861145,0.9927487373352051
9,0.8054372072219849,0.8560851216316223,0.7483978867530823,0.3746475875377655,0.8089470267295837,0.9822713136672974,0.8457870483398438,0.8477593064308167,0.735814094543457,0.3394410014152527,0.8611383438110352,0.9602813124656677
10,0.8351873755455017,0.834943413734436,0.7167249917984009,0.3590262830257416,0.865016520023346,0.9342550039291382,0.8482913970947266,0.8679934740066528,0.7668265104293823,0.3229077160358429,0.8649964332580566,0.958131730556488
11,0.8349788784980774,0.8630167841911316,0.7590621113777161,0.34420788288116455,0.8579691648483276,0.9445658326148987,0.8525323867797852,0.8718732595443726,0.7729029655456543,0.31202152371406555,0.904876172542572,0.9095590114593506
12,0.8368492126464844,0.8638094067573547,0.7603105902671814,0.3397344946861267,0.8964054584503174,0.8939056396484375,0.8595108985900879,0.8868547677993774,0.7967473268508911,0.30943533778190613,0.8832690119743347,0.9480383992195129
13,0.8393493890762329,0.8606243133544922,0.7555981278419495,0.3388173282146454,0.8961397409439087,0.8978697061538696,0.8597931861877441,0.8856549263000488,0.7948135137557983,0.309020459651947,0.8720875382423401,0.9645828604698181
14,0.8458536863327026,0.8734443783760071,0.7753649950027466,0.33379441499710083,0.8622642159461975,0.9546502828598022,0.856269359588623,0.8537603616714478,0.7448980808258057,0.3158263564109802,0.927024245262146,0.8886095285415649
